time,x,y,z
8264,6.481,2.860,-1.890
8274,6.628,5.631,-1.005
8284,6.424,9.401,0.580
8295,9.426,12.658,1.201
8309,11.352,12.452,4.583
8317,8.541,3.624,4.512
8329,-6.079,9.738,0.867
8339,-17.380,15.945,0.375
8356,-14.971,40.029,4.939
8366,10.249,21.627,-38.256
8377,2.858,-27.764,-22.106
8387,-6.374,-8.800,-10.060
8398,-22.570,-4.658,0
8414,9.179,-6.851,-1.429
8425,4.605,-15.255,3.818
8436,-6.988,-7.052,4.949
8445,-8.864,-2.009,0.969
8456,-8.179,-3.123,1.173
8465,-8.103,-4.964,1.437
8480,-5.834,-3.534,1.300
8491,-3.621,-1.069,1.082
8501,-3.899,0.903,-1.362
8510,-7.201,2.326,-3.183
8521,-11.389,1.585,-2.827
8536,-14.645,-0.981,-2.079
8543,6.810,-10.408,-9.007
8552,-11.324,1.633,-6.280
8567,-15.685,-9.603,-2.529
8575,14.730,-19.776,-7.924
8583,21.110,-14.870,-8.539
8593,16.535,-7.506,-5.089
8607,12.831,-6.906,-5.752
8617,14.298,-2.050,-6.176
8628,13.688,0.117,-6.628
8636,8.738,-1.918,-2.384
8647,8.073,-1.240,0.222
8662,11.321,6.807,-1.184
8672,12.010,8.613,-0.288
8680,11.295,7.279,-0.572
8691,11.019,8.413,-1.045
8702,8.436,9.220,-2.301
8718,3.172,10.326,-4.127
8728,-1.872,10.227,-8.844
8737,-6.921,8.294,-0.034
8744,-1.889,3.034,-2.098
8760,-3.911,4.371,3.840
8767,-19.513,21.994,10.867
8779,9.947,25.946,-22.617
8793,-5.511,1.608,-18.955
8805,-12.550,-10.528,-15.360
8816,-9.578,-10.247,-10.821
8826,-6.349,-8.325,-3.223
8837,-0.545,-9.101,-2.
8851,-1.709,-9.818,0.539
8858,-5.098,-7.751,0.400
8867,-4.019,-3.242,1.201
8877,-4.387,-0.512,1.438
8892,-2.327,-0.990,0.437
8903,-3.323,-3.343,-1.126
8912,-1.652,-4.175,-0.684
8923,-2.906,-5.880,-1.762
8934,-1.034,-12.126,-1.776
8949,4.784,-5.798,-9.865
8960,-13.663,-12.933,-0.476
8971,12.338,-10.070,-5.985
8982,14.283,-5.478,-3.812
8992,4.519,-6.285,-3.304
9002,7.156,-6.193,-3.730
9016,10.776,-4.457,-4.523
9027,13.972,-1.561,-7.099
9038,12.462,-1.480,-6.735
9047,8.093,-5.989,-1.350
9057,10.454,6.731,-4.461
9072,8.872,5.456,-0.243
9083,6.457,2.392,-0.192
9093,5.753,6.632,0.345
9104,5.462,12.460,-0.974
9114,1.384,15.002,-2.628
9131,-5.957,13.675,-7.949
9141,-5.565,15.751,-10.599
9152,-5.299,15.503,-12.100
9163,-17.572,9.040,-8.314
9180,35.100,-22.503,-15.87
9189,15.389,26.128,-0.612
9198,-21.342,-3.319,-8.311
9213,-12.928,-5.333,-11.005
9222,3.117,4.393,-1.911
9233,-1.439,-8.412,-0.390
9244,8.294,-5.877,-0.991
9254,-27.951,12.894,2.852
9265,2.788,-2.136,-11.507
9281,-9.329,-2.517,-5.972
9292,-6.208,-13.900,-8.723
9300,-8.322,-17.352,-4.109
9307,-13.472,-7.091,-1.902
9318,-7.704,2.197,-0.869
9328,-2.742,-10.402,0.492
9343,4.344,-5.269,0.253
9353,-7.732,-1.748,-1.148
9364,-4.828,-1.534,-2.441
9372,-4.032,-3.823,-4.001
9383,-3.954,-4.120,-2.139
9399,-0.237,-2.604,-5.073
9410,2.125,-4.486,-5.013
